objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648705130070300,220.247569102665,0.561580939474981,19.33625,17.34765,16.35417,15.91167,15.58279,752,301,5,512,345813477266319360,GALAXY,0.1087394,307,51663,590
1237648705130266634,220.599269134954,0.618942040233027,18.37159,16.28451,15.44592,15.16673,15.01227,752,301,5,515,346867908900579328,STAR,-7.05005E-05,308,51662,330
1237648705130266707,220.683188858226,0.598384717928357,19.28787,17.52747,16.75908,16.41961,16.23461,752,301,5,515,3303486886433024000,STAR,-4.105244E-06,2934,54626,351
1237648705130266710,220.684122787949,0.454116001031524,18.44022,18.02603,17.97474,18.0135,18.12117,752,301,5,515,3303484412531861504,STAR,-5.155811E-05,2934,54626,342
1237648705130266723,220.711731226385,0.461338752649978,19.26163,17.71671,17.12826,16.89513,16.79474,752,301,5,515,3275337190191687680,STAR,-0.0002333123,2909,54653,343
1237648705130266734,220.724330599904,0.50223038619109,18.72794,17.20167,16.65129,16.43697,16.32,752,301,5,515,3275336915313780736,STAR,-0.0001336884,2909,54653,342
1237648705130332177,220.77658931875,0.561814348330712,19.24336,17.86197,17.30386,17.06635,16.94732,752,301,5,516,3303487436188837888,STAR,-0.000180286,2934,54626,353
1237648705130332194,220.8054142611,0.58928524638945,19.57003,17.3458,16.40484,16.05693,15.8713,752,301,5,516,3303484962287675392,STAR,-0.0001509696,2934,54626,344
1237648705130332206,220.810203916251,0.632124421886805,19.49442,17.99958,17.41921,17.21484,17.10793,752,301,5,516,3275334441412618240,STAR,-0.0001348679,2909,54653,333
1237648705130397720,220.919525702691,0.513809061084461,19.03802,17.42171,16.71644,16.41698,16.23746,752,301,5,517,3303496232281860096,STAR,7.802809E-05,2934,54626,385
1237648705130397786,221.012714112854,0.463478570659879,18.75202,17.90223,17.58861,17.45896,17.41188,752,301,5,517,3275349559697500160,STAR,-0.0005221197,2909,54653,388
1237648705130397979,221.011337617603,0.538007925650815,19.43955,18.52889,18.24026,18.13412,18.05673,752,301,5,517,4528577322811367424,STAR,-0.0002477983,4022,55352,756
1237648705130463256,221.041738279011,0.564546475002944,18.7746,17.64604,17.22892,17.07624,17.01672,752,301,5,518,345823372870969344,STAR,4.983913E-05,307,51663,626
1237648705130463258,221.064125646689,0.58761841506162,17.98792,16.4793,15.89139,15.68964,15.57897,752,301,5,518,3275335815802152960,STAR,-9.231E-05,2909,54653,338
1237648705130463306,221.132736887463,0.436973652243933,18.21947,16.94176,16.4855,16.34868,16.28067,752,301,5,518,3303506952520230912,STAR,9.979076E-05,2934,54626,424
1237648705130463329,221.152856399995,0.451438121973628,18.72254,17.38212,16.82234,16.65747,16.55055,752,301,5,518,3275349009941686272,STAR,-9.995691E-06,2909,54653,386
1237648705130463331,221.163280194143,0.483958451876976,17.88442,16.96119,16.64287,16.53269,16.48384,752,301,5,518,3303509151543486464,STAR,3.191721E-05,2934,54626,432
1237648705130528804,221.227229347404,0.451146307741802,18.60544,17.67091,17.41983,17.32616,17.2992,752,301,5,519,3275349834575407104,STAR,-0.0005040855,2909,54653,389
1237648705130528822,221.257258140161,0.476426183032848,17.59142,16.66143,16.42614,16.34742,16.32363,752,301,5,519,3275347910430058496,STAR,-0.0007436435,2909,54653,382
1237648705130529024,221.263726422944,0.526978719187992,17.00244,15.55892,14.93361,14.58515,14.32871,752,301,5,519,346905017418016768,GALAXY,0.02873155,308,51662,465
1237648705130529052,221.267858202689,0.436562845620898,19.51547,18.58734,18.33786,18.23523,18.24343,752,301,5,519,3303508326909765632,STAR,0.0002554863,2934,54626,429
1237648705130529068,221.277737641475,0.494732180077551,19.25605,18.11174,17.34868,16.93481,16.68558,752,301,5,519,346906116929644544,GALAXY,0.1098084,308,51662,469
1237648705130594334,221.364993161492,0.454014691590994,17.52671,16.10266,15.5727,15.35048,15.24569,752,301,5,520,3275359730180057088,STAR,0.0008362237,2909,54653,425
1237648705130594400,221.441713486361,0.581083659130539,18.04508,16.81564,16.39389,16.24002,16.18995,752,301,5,520,3275346261162616832,STAR,0.000249663,2909,54653,376
1237648705130659862,221.498400646813,0.597512280827266,17.43719,16.50009,16.13932,16.01473,15.95873,752,301,5,521,3275356706523080704,STAR,0.0001665822,2909,54653,414
1237648705130659937,221.533853153233,0.623223399445443,16.26559,15.31763,15.03526,14.92372,14.86764,752,301,5,521,3275357256278894592,STAR,0.0003979163,2909,54653,416
1237648705130659988,221.562540520736,0.580158773374503,17.14242,15.63551,15.02396,14.78998,14.65014,752,301,5,521,3275356981400987648,STAR,-0.000196452,2909,54653,415
1237648705130660006,221.595774425864,0.528211210853644,18.18575,16.91729,16.98115,17.01807,17.02806,752,301,5,521,3275360279935870976,STAR,-0.0003819694,2909,54653,427
1237648705130660009,221.59585692277,0.480183883551787,19.23104,18.20884,17.89136,17.78259,17.75736,752,301,5,521,3303519322026043392,STAR,0.0002490855,2934,54626,469
1237648705130660082,221.517349669398,0.501690542525891,19.33756,17.0609,16.05876,15.67662,15.44594,752,301,5,521,3303519596903950336,STAR,2.568878E-05,2934,54626,470
1237648705130725414,221.685802578911,0.541573250716559,18.76614,17.47334,16.93288,16.72206,16.60205,752,301,5,522,3303524544706275328,STAR,-9.468137E-05,2934,54626,488
1237648705130725422,221.693066333904,0.430141181852948,18.2921,17.17186,17.38653,17.5653,17.6834,752,301,5,522,3275371824807962624,STAR,-0.0001771573,2909,54653,469
1237648705130725430,221.706131391003,0.528685832829239,19.37555,18.27386,17.7944,17.60329,17.50417,752,301,5,522,3275369900662614016,STAR,-0.0002116581,2909,54653,462
1237648722827739156,148.885250983028,1.14428105000606,17.2092,16.05973,15.79513,15.72221,15.73674,756,301,6,221,3551168651413528576,STAR,0.000319817,3154,54821,292
1237648722827739227,148.938874829831,1.09707717262834,18.75738,17.23185,16.60015,16.34192,16.20804,756,301,6,221,3551169476047249408,STAR,-0.0001660375,3154,54821,295
1237648722827739230,148.947252700433,1.12464780567821,17.48674,16.32361,15.82244,15.61553,15.51284,756,301,6,221,3551167826779807744,STAR,0.0002365898,3154,54821,289
1237648722827739232,148.944848880452,1.12562806810944,19.07678,17.66514,17.14488,16.8497,16.7324,756,301,6,221,301845381157775360,GALAXY,0.04636251,268,51633,379
1237648722827804876,149.099107558539,1.14999774727621,19.46439,18.28526,17.80864,17.55646,17.35722,756,301,6,222,301843457012426752,GALAXY,0.1098269,268,51633,372
1237648722827870212,149.151841017228,1.13697116868987,18.70664,17.05806,16.47363,16.26556,16.1697,756,301,6,223,3228044168504829952,STAR,0.0002178506,2867,54479,324
1237648722827870214,149.179043637694,1.1800897210855,19.08675,16.84783,15.9091,15.54999,15.35081,756,301,6,223,3551157106541436928,STAR,0.0001120215,3154,54821,250
1237648722827870224,149.188957140836,1.08765708644729,18.94645,16.37221,15.2801,14.88327,14.68458,756,301,6,223,3211166664833918976,STAR,-9.087029E-05,2852,54468,364
1237648722827870237,149.215915937616,1.12648890246582,18.44351,16.91038,16.31904,16.0637,15.93935,756,301,6,223,3551156831663529984,STAR,9.611369E-05,3154,54821,249
1237648722827870241,149.232404818123,1.07960761579957,19.03199,17.51569,16.95335,16.71386,16.57548,756,301,6,223,3551154907518181376,STAR,0.0001212358,3154,54821,242
1237648722827870265,149.295170453304,1.1401597622702,18.44785,17.54177,17.18911,16.87687,16.75641,756,301,6,223,301852527983355904,GALAXY,0.06655637,268,51633,405
1237648722827870284,149.161388927307,1.09288212332942,18.2674,17.14597,16.87172,16.64103,16.55622,756,301,6,223,301842357500798976,GALAXY,0.06251667,268,51633,368
1237648722827870311,149.19393999498,1.0701876994953,18.20894,16.44297,15.64058,15.26381,14.97204,756,301,6,223,301853352617076736,GALAXY,0.06268962,268,51633,408
1237648722827870327,149.205825976946,1.12050108519128,18.66943,16.8495,16.00342,15.59754,15.29298,756,301,6,223,301852802861262848,GALAXY,0.04704995,268,51633,406
1237648722827870382,149.280532699353,1.18019196363958,19.15973,17.5623,16.798,16.34253,15.99921,756,301,6,223,541560086225512448,GALAXY,0.08035871,481,51908,8
1237648722827870503,149.278393369718,1.16587022324066,19.36334,18.06556,17.58404,17.2535,17.09801,756,301,6,223,563008260991379456,GALAXY,0.06325846,500,51994,212
1237648722827935750,149.32368550889,1.11154424852879,18.22715,16.75524,16.22113,16.02702,15.94156,756,301,6,224,3211168039223453696,STAR,0.0001733224,2852,54468,369
1237648722827935861,149.374569795834,1.13438768656906,16.72275,15.70332,15.41474,15.31566,15.29872,756,301,6,224,3228054888743200768,STAR,-7.37836E-05,2867,54479,363
1237648722827935886,149.418272346969,1.08920841704292,19.26705,17.78779,17.24384,17.0266,16.93024,756,301,6,224,3211165840200198144,STAR,0.0003007594,2852,54468,361
1237648722827935902,149.437145576674,1.15002522855658,18.50186,16.13272,15.14545,14.81011,14.63561,756,301,6,224,3211167764345546752,STAR,3.862822E-05,2852,54468,368
1237648722827935908,149.295941379633,1.0821343525212,19.27136,17.83511,17.23874,16.99835,16.869,756,301,6,224,3551147485814693888,STAR,9.298453E-05,3154,54821,215
1237648722827935919,149.314588189591,1.15988900718688,19.25746,17.98146,17.44543,17.23932,17.1211,756,301,6,224,3228057912400177152,STAR,5.950578E-05,2867,54479,374
1237648722828001318,149.506604370655,1.08001234594549,17.30551,15.85834,15.35062,15.19022,15.13456,756,301,6,225,3211177934828103680,STAR,-1.929668E-05,2852,54468,405
1237648722828001327,149.544284928148,1.14906690100541,18.68479,16.97188,16.27111,15.98417,15.82974,756,301,6,225,3228055438499014656,STAR,0.0003242064,2867,54479,365
1237648722828001339,149.555447625924,1.17146607971225,17.84916,16.56059,16.04874,15.84963,15.76703,756,301,6,225,3551146111425159168,STAR,-0.000114046,3154,54821,210
1237648722828001342,149.560842537333,1.16273907052552,17.26751,15.88087,15.32262,15.11382,15.02619,756,301,6,225,3211179309217638400,STAR,0.000330973,2852,54468,410
1237648722828001444,149.524498813103,1.10936572282718,18.98376,17.77633,17.29383,16.96459,16.82775,756,301,6,225,301867096512423936,GALAXY,0.08112247,268,51633,458
1237648722828001501,149.587848876356,1.09311573929049,19.52968,17.55491,16.49394,16.0624,15.70407,756,301,6,225,301865447244982272,GALAXY,0.1252315,268,51633,452
1237648722828066834,149.622707757613,1.05373545642596,18.89297,17.72994,17.22637,16.98562,16.89677,756,301,6,226,3211177385072289792,STAR,0.0009948038,2852,54468,403
1237648722828066862,149.677495595641,1.13135308820678,17.65629,16.76812,16.54069,16.45583,16.43721,756,301,6,226,3211178759461824512,STAR,0.0003815012,2852,54468,408
1237648722828066934,149.605542424615,1.10396975045691,18.4086,17.04395,16.38441,15.9801,15.72501,756,301,6,226,301862423588005888,GALAXY,0.08074103,268,51633,441
1237648722828066938,149.611512291762,1.14374519434336,19.55195,18.00267,17.43021,17.23611,17.14624,756,301,6,226,3211178484583917568,STAR,-1.159208E-05,2852,54468,407
1237648722828066950,149.62512436128,1.18198411596441,18.35994,16.75965,16.0056,15.60248,15.29887,756,301,6,226,301864347733354496,GALAXY,0.06204112,268,51633,448
1237648722828066973,149.659336660588,1.05798067931635,17.39253,15.45252,14.55437,14.09429,13.73602,756,301,6,226,562987370270451712,GALAXY,0.04639898,500,51994,136
1237648722828067024,149.704269633519,1.08126151615721,18.51302,16.39031,15.41031,14.98303,14.62139,756,301,6,226,564154505906644992,GALAXY,0.07933678,501,52235,286
1237648722828067036,149.707192747653,1.13439777087466,19.35769,17.45943,16.52664,16.11278,15.79024,756,301,6,226,301884688698468352,GALAXY,0.07991444,268,51633,522
1237648722828067040,149.709386065389,1.16754695435742,17.3933,16.08892,15.49643,15.12223,14.87504,756,301,6,226,564157804441528320,GALAXY,0.05644372,501,52235,298
1237648722828067051,149.715977205157,1.16210879046098,18.55428,16.7459,15.88485,15.4825,15.16267,756,301,6,226,301886063088003072,GALAXY,0.05667516,268,51633,527
1237648722828067058,149.717394889494,1.05920059476697,18.43754,16.50658,15.55545,15.13465,14.81354,756,301,6,226,562975825398360064,GALAXY,0.08135636,500,51994,94
1237648722828132369,149.757516004195,1.15587895707622,18.67547,17.34602,16.74079,16.49702,16.36734,756,301,6,227,3228067808004827136,STAR,0.0002650424,2867,54479,410
1237648722828132408,149.787312448853,1.16816886229153,18.44166,16.95441,16.39491,16.21032,16.12185,756,301,6,227,3211190304333916160,STAR,-7.993911E-05,2852,54468,450
1237648722828132435,149.838228560815,1.10963881873969,17.63692,16.70477,16.43593,16.34091,16.32267,756,301,6,227,3211191953601357824,STAR,-0.0001759923,2852,54468,456
1237648722828132438,149.839854580805,1.14105349723688,18.28519,16.87424,16.35531,16.19252,16.115,756,301,6,227,3211189204822288384,STAR,0.0001097343,2852,54468,446
1237648722828132459,149.862441326512,1.05775259678005,18.55359,18.64592,18.95979,19.1778,19.50434,756,301,6,227,3228066983371106304,STAR,-7.252387E-06,2867,54479,407
1237648722828132508,149.764147017344,1.14343681582023,19.55027,17.5563,16.63994,16.21725,15.90057,756,301,6,227,562975000764639232,GALAXY,0.0837414,500,51994,91
1237648722828132509,149.765310257561,1.14641980900414,18.86815,17.53346,16.87389,16.44966,16.2105,756,301,6,227,564153681272924160,GALAXY,0.07891145,501,52235,283
1237648722828132512,149.774361301873,1.08661388771212,19.02844,17.17518,16.26873,15.862,15.54002,756,301,6,227,301899806983350272,GALAXY,0.08254219,268,51633,577
1237648722828132557,149.811730034662,1.13746655591743,18.35042,17.03538,16.30501,15.865,15.61591,756,301,6,227,564154231028738048,GALAXY,0.08161071,501,52235,285
1237648722828132586,149.84008372291,1.19697758274716,19.41801,18.22798,17.48353,17.07187,16.78725,756,301,6,227,564156155174086656,GALAXY,0.09642313,501,52235,292
1237646798137852371,121.820751766195,0.931990370368578,19.37035,17.34262,16.35286,15.924,15.58903,308,301,5,104,5342663162779901952,GALAXY,0.1019929,4745,55892,975
1237646798137918215,122.087899886235,0.843146890967,19.05249,17.03777,16.07633,15.63148,15.31245,308,301,5,105,5342400104622956544,GALAXY,0.1015328,4745,55892,18
1237646798138245746,122.863994523509,0.896150822431993,18.20631,16.89692,16.46658,16.31574,16.28902,308,301,5,110,2316073479176218624,STAR,0.0004881296,2057,53816,354
1237646798138310950,122.981945158838,0.963856929671034,17.63113,16.55926,16.24861,16.14775,16.13221,308,301,5,111,2338584330990807040,STAR,0.0001320406,2077,53846,328
1237646798138310972,122.988637998949,0.973742938007754,15.99172,14.98865,14.70003,14.64919,14.50626,308,301,5,111,2316072929420404736,STAR,9.265625E-05,2057,53816,352
1237646798138311265,122.93563541494,0.899085528808444,19.37706,18.44093,18.24528,18.19469,18.17668,308,301,5,111,2338582406845458432,STAR,0.0004529892,2077,53846,321
1237646798138376220,123.039385678518,0.930070447252211,16.73877,15.68268,15.43654,15.38572,15.40208,308,301,5,112,2316069905763428352,STAR,0.0001283693,2057,53816,341
1237646798138376303,123.020264542589,0.911874556335115,16.37119,15.28426,15.05225,14.98734,15.0114,308,301,5,112,2316074303809939456,STAR,5.721474E-05,2057,53816,357
1237646798138376717,123.016535374447,0.848145358949872,19.52481,18.21796,17.68045,17.46177,17.37293,308,301,5,112,2316073754054125568,STAR,1.715707E-05,2057,53816,355
1237646798138441918,123.202500529627,0.905129930680632,18.6522,17.52927,17.53732,17.58253,17.67018,308,301,5,113,2316083924536682496,STAR,-0.0002422539,2057,53816,392
1237646798138442159,123.267895241755,0.960993455243754,16.63293,15.27509,14.61367,14.50841,14.27292,308,301,5,113,2316085573804124160,STAR,-5.544391E-05,2057,53816,398
1237646798138507365,123.348807162909,0.922523638526005,16.14538,15.07947,14.84144,14.77282,14.78681,308,301,5,114,2316080900879706112,STAR,0.0002392115,2057,53816,381
1237646798138507574,123.426130442905,0.881883846120914,17.84565,16.82412,16.49827,16.38742,16.35545,308,301,5,114,2316083649658775552,STAR,0.0001469977,2057,53816,391
1237646798138573236,123.587960338488,0.919738665647856,17.75484,16.59773,16.53687,16.56253,16.61154,308,301,5,115,2316082825025054720,STAR,-7.064893E-06,2057,53816,388
1237646798138573554,123.545267650004,0.931392113528626,19.3623,18.1918,17.81977,17.69313,17.61249,308,301,5,115,1293805278390675456,STAR,0.0002354691,1149,53003,532
1237646798138573693,123.612777090055,0.948787094735607,18.97095,17.07911,16.13754,15.65789,15.34548,308,301,5,115,5391052944345899008,GALAXY,0.06836422,4788,55889,888
1237646798138638462,123.673560514662,0.861348536541287,16.48326,15.04494,15.04021,14.29518,14.18345,308,301,5,116,2316096568920401920,STAR,0.0002243217,2057,53816,438
1237646798138638712,123.743041475178,1.00639863332928,18.98689,17.09758,16.18773,15.7323,15.46169,308,301,5,116,5391054043857526784,GALAXY,0.09046602,4788,55889,892
1237646798669546317,110.070039152762,1.21873469068252,19.42591,18.42443,18.00135,17.79079,17.70945,308,301,6,25,8388148207679414272,STAR,0.0001041384,7450,56722,705
1237646798669611941,110.246453694025,1.36487180646857,18.58476,17.2945,16.42206,16.27426,15.89856,308,301,6,26,8388170472789876736,STAR,0.0003911394,7450,56722,786
1237646798669612110,110.275373083406,1.40706968079337,19.44881,17.06147,16.09691,15.75754,15.58153,308,301,6,26,8388169373278248960,STAR,0.000127138,7450,56722,782
1237646798669613281,110.273030531758,1.42480661908606,19.58554,17.76914,16.91808,16.55439,16.34465,308,301,6,26,8388169098400342016,STAR,9.15405E-05,7450,56722,781
1237646798669743567,110.455531311091,1.25418024451338,19.58684,17.73149,16.96642,16.67645,16.4914,308,301,6,28,8388182292539875328,STAR,0.00034609,7450,56722,829
1237646798669743668,110.469850321108,1.22843484877184,19.42571,17.78678,17.11364,16.85967,16.67854,308,301,6,28,8388182567417782272,STAR,0.0001824168,7450,56722,830
1237646798669808566,110.730699586137,1.28966134297373,18.36269,16.79013,16.16286,15.91035,15.78032,308,301,6,29,8388213353743360000,STAR,0.0001703394,7450,56722,942
1237646798673805620,119.822102639992,1.32442301240208,19.11461,17.11108,16.35578,16.07985,15.94747,308,301,6,90,8389273283237748736,STAR,0.0002588388,7451,56739,702
1237646798673871225,119.997297216918,1.29561886942421,19.25602,17.7522,17.28004,17.11725,17.12696,308,301,6,91,8389285377865654272,STAR,0.0002709865,7451,56739,746
1237646798673936842,120.124147987501,1.31137251329373,18.68312,16.80078,16.12189,15.88605,15.78726,308,301,6,92,8389295273470304256,STAR,0.0002088686,7451,56739,782
1237646798674002003,120.194986983059,1.33923172659624,19.13375,17.84091,17.37001,17.20419,17.1407,308,301,6,93,8389296098104025088,STAR,0.0002751591,7451,56739,785
1237646798674002852,120.29807086483,1.3592659367427,19.41101,17.17151,16.17792,15.78271,15.51502,308,301,6,93,8389306818342395904,STAR,0.0003912316,7451,56739,824
1237646798674133290,120.547818530547,1.28122745118273,19.17278,17.30439,16.63581,16.43598,16.35109,308,301,6,95,8389320012481929216,STAR,-6.638136E-05,7451,56739,872
1237648595579699667,244.576496937277,-1.25526341343839,19.29697,18.08211,17.20792,16.74347,16.43762,727,301,1,74,389597954933024768,GALAXY,0.1272051,346,51693,133
1237648597190050276,243.907445992024,0.00239455973999592,18.71962,17.45311,16.88231,16.54723,16.2756,727,301,4,70,389626542235346944,GALAXY,0.06540032,346,51693,237
1237648597190115880,244.102332171457,0.00261959814631587,19.35342,18.11187,17.45305,17.10616,16.88711,727,301,4,71,389611149072558080,GALAXY,0.07115377,346,51693,181
1237648597726658810,243.347026532837,0.424137062599487,19.25923,18.84224,18.85939,18.69218,18.76842,727,301,5,66,388597674179323904,QSO,0.5894275,345,51690,590
1237648672891011146,174.164488285325,-0.956707464862845,19.57255,18.59834,18.47911,18.45792,18.60459,745,301,1,103,317529640069523456,STAR,0.001135097,282,51658,94
1237648672919519703,239.360635217239,-0.916689727240953,19.23879,17.49932,16.53521,16.09223,15.76121,745,301,1,538,386219155684091904,GALAXY,0.03969949,343,51692,129
1237648672919584831,239.402069950096,-0.975878751984952,18.67422,17.42511,16.89116,16.67803,16.57392,745,301,1,539,386216956660836352,STAR,-0.0001431923,343,51692,121
1237648672921420193,243.567523983011,-0.880445872710823,18.83577,17.25845,16.54556,16.13434,15.83491,745,301,1,567,388440718894458880,GALAXY,0.07050942,345,51690,19
1237648672921485632,243.708876085192,-0.915652960805175,17.61482,15.69639,14.77024,14.31876,13.95353,745,301,1,568,389641385642321920,GALAXY,0.0307668,346,51693,291
1237648672921485934,243.847368539051,-0.89834324746353,19.41207,18.88776,18.56437,18.58996,18.3926,745,301,1,568,389631764915578880,QSO,1.06284,346,51693,256
1237648672921681954,244.16241187529,-0.889893126755971,18.99412,17.90879,17.46466,17.28111,17.20599,745,301,1,571,389630390526044160,STAR,-0.000178635,346,51693,251
1237648672921813985,244.512664245166,-0.934182656522487,19.14963,18.00378,17.4657,17.1376,16.90036,745,301,1,573,389618021020231680,GALAXY,0.04402394,346,51693,206
1237648672921944252,244.813944768965,-0.937774714040474,18.7809,19.0767,19.45117,19.74457,20.02123,745,301,1,575,389588609084188672,STAR,0.0006097341,346,51693,99
1237648672922009716,244.949053283926,-0.89423490445719,19.15965,18.91703,18.61517,18.38544,18.42006,745,301,1,576,389586135183026176,QSO,1.496161,346,51693,90
1237648672922206625,245.493887274592,-0.903742395353753,17.33854,16.27237,15.90035,15.75182,15.69667,745,301,1,579,389561945927215104,STAR,-0.0008722768,346,51693,2
1237648672922206684,245.359371457351,-0.905392886472092,19.38219,18.20107,17.8056,17.4992,17.41172,745,301,1,579,409908413749815296,GALAXY,0.06565089,364,52000,294
1237648672922206835,245.417659293308,-0.85560513562754,19.2266,17.27751,16.39126,15.95711,15.61498,745,301,1,579,409904840337025024,GALAXY,0.04565,364,52000,281
1237648672922207003,245.47604120004,-0.859924269720683,19.41398,17.29078,16.33702,15.87626,15.48284,745,301,1,579,409908688627722240,GALAXY,0.04462435,364,52000,295
1237648672922272244,245.538824342651,-0.872555231968954,19.19971,17.22391,16.29199,15.85335,15.48367,745,301,1,580,389565244462098432,GALAXY,0.04954444,346,51693,14
1237648721218633849,152.354824176563,-0.129743707300528,19.49632,17.59388,16.67482,16.25166,15.95042,756,301,3,244,304055679038023680,GALAXY,0.09504843,270,51909,228
1237648721218633899,152.289487026633,-0.0630713146608052,19.45274,17.62178,16.68552,16.27155,15.9206,756,301,3,244,304112303886854144,GALAXY,0.09546287,270,51909,434
1237648721218633973,152.381681963501,-0.0409471636424254,18.45212,16.89779,16.04317,15.65277,15.35365,756,301,3,244,304113953154295808,GALAXY,0.09588677,270,51909,440
1237648721218633979,152.388011336357,-0.00952870182677649,19.30342,17.38579,16.42225,15.99919,15.64936,756,301,3,244,304109005351970816,GALAXY,0.09656405,270,51909,422
1237648721218633997,152.40891873447,-0.159743399743281,19.27068,18.5268,18.12876,17.75474,17.72392,756,301,3,244,304054579526395904,GALAXY,0.1375496,270,51909,224
1237648721218634007,152.432608580649,-0.0521289999164167,18.951,17.08533,16.11569,15.69776,15.33339,756,301,3,244,304124948270573568,GALAXY,0.09537001,270,51909,480
1237648721218699361,152.567216896437,-0.0747872633850973,17.89386,16.11245,15.34051,15.00042,14.70411,756,301,3,245,304123024125224960,GALAXY,0.09642068,270,51909,473
1237648721218699400,152.463010730857,-0.121920000876416,18.70498,17.23423,16.5517,16.18321,15.91227,756,301,3,245,304047707578722304,GALAXY,0.06256203,270,51909,199
1237648721218699441,152.505930978519,-0.19791262720974,18.99524,17.87855,17.19045,16.82093,16.56422,756,301,3,245,304046058311280640,GALAXY,0.1512586,270,51909,193
1237648721218699455,152.528980855089,-0.0577001351457921,18.59652,17.28157,16.71329,16.36005,16.12741,756,301,3,245,304120825101969408,GALAXY,0.05838413,270,51909,465
1237648721218765006,152.716994596474,-0.13428038179901,17.95627,16.46152,15.72164,15.30538,15.0177,756,301,3,246,304040010997327872,GALAXY,0.06864782,270,51909,171
1237648721218765142,152.67494753381,-0.127761597844867,19.04204,17.87724,17.45017,17.21807,17.22886,756,301,3,246,304040560753141760,GALAXY,0.05841528,270,51909,173
1237648721218961430,153.078393446964,-0.0602616563675149,17.35868,16.26491,15.91327,15.79312,15.79815,756,301,3,249,304127422171736064,STAR,-8.446973E-05,270,51909,489
1237648721219092504,153.364274500903,-0.0290975080585189,17.88942,16.55713,16.10999,15.9643,15.89903,756,301,3,251,304135393631037440,STAR,-0.0001454137,270,51909,518
1237648721219092632,153.47429239505,-0.154835468680885,18.73601,16.59921,15.56108,15.12695,14.77491,756,301,3,251,304014997107795968,GALAXY,0.098474,270,51909,80
1237648721219092716,153.398299671081,-0.175484772684325,19.52077,17.50807,16.52395,16.08269,15.73608,756,301,3,251,304158208497313792,GALAXY,0,270,51909,601
1237648721219092863,153.449438632111,-0.174722051779841,19.33492,17.25626,16.32616,15.91549,15.54986,756,301,3,251,304025717346166784,GALAXY,0.08873131,270,51909,119
1237648721219158109,153.496121934502,-0.081581071761015,18.18003,16.07295,15.08006,14.62374,14.25727,756,301,3,252,305217312636561408,GALAXY,0.09037467,271,51883,358
1237648721219158110,153.499265299934,-0.0905232420230381,19.12968,17.53014,16.70312,16.30732,16.00915,756,301,3,252,304011423695005696,GALAXY,0.09169753,270,51909,67
1237648721219158167,153.517456689502,-0.060347679200191,18.86843,17.42523,16.59959,16.16429,15.83184,756,301,3,252,305214014101678080,GALAXY,0.09730428,271,51883,346
1237648721219158172,153.524385602565,-0.127143014102621,18.68823,17.60337,17.32386,17.12174,17.00394,756,301,3,252,304014172474075136,GALAXY,0.0463312,270,51909,77
1237648721219158182,153.532245851785,-0.0510387073420915,19.52407,18.15866,17.44809,17.07915,16.8003,756,301,3,252,304145289235687424,GALAXY,0.09289638,270,51909,554
1237648721219223571,153.677837099547,-0.159828150627619,19.3824,18.43046,18.16253,18.06108,18.0092,756,301,3,253,4313456776529813504,STAR,3.089735E-05,3831,55543,488
1237648721219223677,153.649436169026,-0.155260350008884,19.28799,17.44256,16.54024,16.12604,15.78613,756,301,3,253,304003727113611264,GALAXY,0.09554408,270,51909,39
1237648721219289126,153.834514116054,-0.129786641939613,17.90158,16.98052,16.75042,16.65792,16.64194,756,301,3,254,4313454577506557952,STAR,0.0001162369,3831,55543,480
1237648721219289241,153.857237313877,-0.0705105822891778,19.34353,18.01985,17.20665,16.78012,16.49426,756,301,3,254,305206317520283648,GALAXY,0.1442524,271,51883,318
1237648721219354811,154.002658423186,-0.112700987831629,19.09596,17.07662,16.16983,15.72136,15.34942,756,301,3,255,305191748991215616,GALAXY,0.05991426,271,51883,265
1237648721219420336,154.12177055748,-0.0269904513215089,19.44706,18.06446,17.47818,17.14834,16.89766,756,301,3,256,305228032874932224,GALAXY,0.1043095,271,51883,397
1237648721219485706,154.244422242803,-0.119017276736211,19.10702,19.07256,18.79198,18.64582,18.07549,756,301,3,257,305181578508658688,QSO,0.3372652,271,51883,228
1237648721219485758,154.359635248295,-0.164217092623191,19.03104,18.46669,18.11303,18.04101,17.43849,756,301,3,257,305171957781915648,QSO,0.3449105,271,51883,193
1237648721219485979,154.279099297899,-0.175661495411846,18.58894,17.37458,16.94893,16.7297,16.77008,756,301,3,257,305183227776100352,GALAXY,0.03401261,271,51883,234
1237648721219551236,154.38665895977,-0.0731250644915052,19.40503,17.48724,16.53689,16.08374,15.7189,756,301,3,258,305172507537729536,GALAXY,0.0655472,271,51883,195
1237648721219551336,154.388382115115,-0.0292469703871962,19.50942,17.5641,16.60739,16.10064,15.76186,756,301,3,258,305173881927264256,QSO,0.06103761,271,51883,200
1237648721219551387,154.427149469344,-0.193461067969318,19.10797,17.57482,16.77922,16.37828,16.08525,756,301,3,258,305166185345869824,GALAXY,0.09604297,271,51883,172
1237648721219551422,154.452717544729,-0.0307630139543008,18.6479,16.66485,15.59894,15.12062,14.85318,756,301,3,258,305165085834242048,GALAXY,0.06358586,271,51883,168
